"hostphylogeny.taxon","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"Synallaxis azarae",0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1
"Synallaxis cabanisi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Synallaxis cherriei",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Synallaxis courseni",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Synallaxis gujanensis",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Synallaxis hypospodia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Synallaxis rutilans",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Synallaxis stictothorax",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Synallaxis unirufa",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Synallaxis zimmeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Syndactyla rufosuperciliata",0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"Syndactyla subalaris",0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Systellura decussata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Systellura longirostris",0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1
"Tachornis squamata",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Tachuris rubrigastra",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tachybaptus dominicus",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tachycineta albiventer",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tachycineta stolzmanni",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tachyphonus cristatus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tachyphonus luctuosus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tachyphonus rufiventer",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Tachyphonus rufus",0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Tachyphonus surinamus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tangara arthus",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tangara atrocoerulea",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tangara callophrys",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tangara chilensis",1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Tangara chrysotis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tangara cyanicollis",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Tangara cyanotis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tangara fulvicervix",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Tangara gyrola",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Tangara labradorides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tangara mexicana",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tangara nigrocincta",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Tangara nigroviridis",0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Tangara parzudakii",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tangara punctata",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tangara ruficervix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tangara schrankii",1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Tangara vassorii",0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1
"Tangara velia",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tangara viridicollis",0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Tangara xanthocephala",0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"Tangara xanthogastra",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Tapera naevia",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Taphrospilus hypostictus",0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"Taraba major",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Terenotriccus erythrurus",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Terenura callinota",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terenura humeralis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terenura sharpei",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tersina viridis",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Thalurania furcata",1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Thamnistes anabatinus",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Thamnomanes ardesiacus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Thamnomanes caesius",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Thamnomanes schistogynus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thamnophilus aethiops",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Thamnophilus amazonicus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Thamnophilus caerulescens",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Thamnophilus doliatus",1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Thamnophilus murinus",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Thamnophilus palliatus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Thamnophilus ruficapillus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thamnophilus schistaceus",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Thamnophilus tenuepunctatus",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Thamnophilus unicolor",0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Thaumastura cora",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
"Theristicus melanopis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Thinocorus orbignyianus",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"Thinocorus rumicivorus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Thlypopsis inornata",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thlypopsis ornata",0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1
"Thlypopsis ruficeps",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"Thlypopsis sordida",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thraupis bonariensis",0,1,0,0,1,1,3,0,3,1,0,0,0,0,0,1,1,1
"Thraupis cyanocephala",0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Thraupis episcopus",1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
"Thraupis palmarum",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Thraupis sayaca",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Threnetes leucurus",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Thripadectes flammulatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Thripadectes holostictus",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Thripadectes melanorhynchus",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Thripadectes scrutator",0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Thryothorus coraya",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Thryothorus eisenmanni",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Thryothorus euophrys",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thryothorus genibarbis",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Thryothorus leucotis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Thryothorus superciliaris",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Tiaris obscurus",0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0
"Tigrisoma fasciatum",0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
"Tigrisoma lineatum",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Tinamotis pentlandii",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tinamus guttatus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tinamus major",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Tinamus osgoodi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tinamus tao",1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Tityra cayana",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tityra inquisitor",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tityra semifasciata",1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Todirostrum chrysocrotaphum",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Todirostrum cinereum",0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Todirostrum maculatum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tolmomyias assimilis",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Tolmomyias poliocephalus",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Tolmomyias sulphurescens",0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
"Tolmomyias viridiceps",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Touit huetii",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Trichothraupis melanops",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tringa flavipes",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Tringa melanoleuca",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Tringa solitaria",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Troglodytes aedon",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Troglodytes solstitialis",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Trogon caligatus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trogon collaris",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Trogon curucui",1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Trogon melanurus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Trogon personatus",0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0
"Trogon rufus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Trogon violaceus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Trogon viridis",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Tryngites subruficollis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tumbezia salvini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Turdus albicollis",1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Turdus amaurochalinus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turdus chiguanco",0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1
"Turdus fulviventris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Turdus fuscater",0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1
"Turdus hauxwelli",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Turdus ignobilis",1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Turdus lawrencii",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Turdus leucops",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Turdus maranonicus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turdus nigriceps",0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"Turdus reevei",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Turdus serranus",0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Tyranneutes stolzmanni",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tyrannopsis sulphurea",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tyrannulus elatus",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Tyrannus albogularis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyrannus melancholicus",1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0
"Tyrannus savana",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tyrannus tyrannus",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Tyto alba",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Upucerthia serrana",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Upucerthia validirostris",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Uropsalis lyra",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Uropsalis segmentata",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Urosticte ruficrissa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Vanellus cayanus",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Vanellus chilensis",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Vanellus resplendens",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Veniliornis affinis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Veniliornis callonotus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Veniliornis nigriceps",0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Veniliornis passerinus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Vireo flavoviridis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Vireo leucophrys",0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Vireo olivaceus",1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0
"Vireolanius leucotis",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Volatinia jacarina",1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0
"Vultur gryphus",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
"Willisornis poecilinotus",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Wilsonia canadensis",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Xenodacnis parina",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Xenopipo holochlora",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Xenopipo unicolor",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Xenops milleri",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xenops minutus",1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Xenops rutilans",0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"Xenops tenuirostris",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Xiphocolaptes promeropirhynchus",1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0
"Xiphorhynchus elegans",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Xiphorhynchus guttatus",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Xiphorhynchus obsoletus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Xiphorhynchus ocellatus",1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Xiphorhynchus triangularis",0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"Zaratornis stresemanni",0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
"Zebrilus undulatus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zenaida auriculata",0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1
"Zenaida meloda",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Zimmerius bolivianus",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Zimmerius chrysops",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zimmerius cinereicapilla",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Zimmerius gracilipes",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Zimmerius viridiflavus",0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"Zonotrichia capensis",0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
